		omega		Posterior		rho				Synonymous theta			kappa			phi	
Site	Lower	Point	Higher	prob of +ve	Lower	Point	Higher		Lower	Point	Higher	Lower	Point	Higher	Lower	Point	Higher
	95% HPD	estimate	95% HPD	selection	95% HPD	estimate	95% HPD		95% HPD	estimate	95% HPD	95% HPD	estimate	95% HPD	95% HPD	estimate	95% HPD
0	0.0100203	0.0633204	0.6737	0.0344828	0.0100035	0.331469	37.7134		0.0079806	0.0147628	0.0237472	0.733796	2.13215	5.2385	0	0	0
1	0.0100203	0.0623536	0.6737	0.035982	0.0100035	0.31965	37.7134
2	0.010322	0.0586674	0.573453	0.017991	0.0100035	0.319969	46.6009
3	0.010436	0.0567053	0.573453	0.0164918	0.0100035	0.35	49.5142
4	0.010436	0.0563095	0.573453	0.0134933	0.0100035	0.343389	49.5142
5	0.0101152	0.055057	0.539608	0.011994	0.0100035	0.385529	51.5006
6	0.0100203	0.0536181	0.515694	0.0104948	0.0100035	0.426159	49.7843
7	0.0101765	0.0517537	0.511733	0.0089955	0.0100035	0.54137	54.3735
8	0.0101152	0.0519096	0.515694	0.0104948	0.0100035	0.638269	58.1283
9	0.0101152	0.0515471	0.515694	0.0149925	0.0100035	0.67499	58.2933
10	0.0100203	0.0496838	0.432689	0.0089955	0.0100035	0.639133	54.8861
11	0.0100203	0.04886	0.391182	0.00449775	0.0100035	0.613298	54.3735
12	0.0100203	0.0480796	0.391182	0.00449775	0.0100035	0.580559	54.3735
13	0.0100203	0.0477351	0.421746	0.00449775	0.0100035	0.525112	49.7843
14	0.0101765	0.0468856	0.421746	0.00149925	0.0100035	0.488823	47.3233
15	0.0100203	0.047328	0.421746	0.00149925	0.0100035	0.490296	44.3976
16	0.0100203	0.0490004	0.450703	0.0089955	0.0100035	0.464727	44.3901
17	0.0101765	0.0476135	0.421746	0.005997	0.0100035	0.399008	35.843
18	0.0101765	0.0463769	0.421746	0.005997	0.0100035	0.37623	35.8384
19	0.0100203	0.0449653	0.398307	0.00749625	0.0100035	0.391465	35.843
20	0.0100072	0.0437274	0.364082	0.0089955	0.0100035	0.403205	34.6943
21	0.0100072	0.0431987	0.32342	0.005997	0.0100035	0.399858	35.843
22	0.0100072	0.0426767	0.303873	0.00749625	0.0100035	0.487816	48.6525
23	0.0100072	0.0435382	0.344946	0.011994	0.0100035	0.577061	52.2808
24	0.0100072	0.0438113	0.331031	0.0134933	0.0100035	0.735407	62.6315
25	0.0100072	0.0407833	0.263494	0.0029985	0.0100035	0.896986	65.3702
26	0.0102767	0.0415191	0.266253	0.00149925	0.010136	0.955053	66.061
27	0.0102767	0.04222	0.266274	0.00749625	0.0100035	0.879435	64.4399
28	0.0100072	0.040948	0.255652	0.005997	0.010136	0.867717	66.835
29	0.0100072	0.0399458	0.24176	0.0029985	0.010136	0.873946	66.835
30	0.0100072	0.04076	0.24176	0.00749625	0.0101675	0.826781	70.8829
31	0.0100072	0.0417016	0.258296	0.0089955	0.0101675	0.81829	71.1544
32	0.0100203	0.0418763	0.261885	0.00749625	0.0101675	0.861265	70.1257
33	0.0100203	0.041812	0.261885	0.00449775	0.0104906	0.867064	68.7588
34	0.0100072	0.0412411	0.258296	0.0029985	0.0103377	0.950875	68.7588
35	0.0100203	0.0416855	0.261885	0.00449775	0.0103377	0.951023	68.7588
36	0.0100072	0.0434711	0.315409	0.011994	0.0103377	1.00513	68.7588
37	0.0100072	0.0413029	0.258296	0.00149925	0.0104906	1.09916	71.1544
