		omega		Posterior		rho				Synonymous theta			kappa			phi	
Site	Lower	Point	Higher	prob of +ve	Lower	Point	Higher		Lower	Point	Higher	Lower	Point	Higher	Lower	Point	Higher
	95% HPD	estimate	95% HPD	selection	95% HPD	estimate	95% HPD		95% HPD	estimate	95% HPD	95% HPD	estimate	95% HPD	95% HPD	estimate	95% HPD
0	0.0100168	0.0363578	0.255196	0.00449775	0.0100435	0.156098	15.7266		0.0532005	0.0799984	0.137741	4.07031	18.8717	67.8777	0	0	0
1	0.0100168	0.0364048	0.260468	0.00449775	0.0100435	0.13875	8.29648
2	0.0100168	0.0354778	0.237416	0.005997	0.0100435	0.116534	4.59538
3	0.0100168	0.0346435	0.196689	0.00449775	0.0101075	0.112746	4.45213
4	0.0100168	0.0341738	0.19207	0.00449775	0.0100435	0.101979	3.46906
5	0.0100168	0.0334007	0.183563	0.0029985	0.0100435	0.0969963	3.14392
6	0.0100168	0.0325124	0.173487	0.00149925	0.0100435	0.0918197	2.56164
7	0.0100168	0.0316696	0.159331	0.00149925	0.0100435	0.089442	2.27974
8	0.0100168	0.0316042	0.159331	0.00149925	0.0105361	0.0880855	2.32757
9	0.0100168	0.0315994	0.161073	0.00149925	0.0100435	0.0857835	1.84191
10	0.0100168	0.0310945	0.158289	0	0.0100435	0.0870064	1.70588
11	0.0100168	0.0312063	0.158289	0	0.0100435	0.0923915	2.56164
12	0.0100168	0.0306581	0.13989	0.00149925	0.0100435	0.0900427	2.11822
13	0.0100168	0.030706	0.143662	0	0.0100435	0.0880189	1.65631
14	0.0100168	0.030625	0.143662	0	0.0100435	0.0881783	1.84191
15	0.0100168	0.0309379	0.13989	0	0.0100435	0.0839961	1.43997
16	0.0100168	0.0312551	0.143805	0.00149925	0.0100435	0.0813285	1.31717
17	0.0100168	0.0313279	0.143662	0.00149925	0.0100435	0.0802959	1.06466
18	0.0100168	0.0308238	0.137658	0.0029985	0.0100435	0.0772449	0.839542
19	0.0100168	0.030334	0.133224	0.00149925	0.0100435	0.0730593	0.623679
20	0.0100168	0.0301627	0.12932	0.00149925	0.0100435	0.0734841	0.591387
21	0.0100168	0.0302303	0.130644	0.00149925	0.0100435	0.0710053	0.529169
22	0.0100168	0.0299352	0.12932	0	0.0100435	0.0686094	0.472493
23	0.0100168	0.0301249	0.12932	0	0.0103307	0.0694672	0.485944
24	0.0100168	0.0304974	0.132066	0.00149925	0.0100435	0.0708793	0.475025
25	0.0100168	0.0297309	0.126031	0	0.0100435	0.0705556	0.462173
26	0.0100168	0.0295878	0.122127	0.00149925	0.0103307	0.0740582	0.485944
27	0.0100168	0.0300202	0.130644	0	0.0103307	0.0716813	0.402266
28	0.0100168	0.0303769	0.137658	0	0.0100096	0.0714086	0.374974
29	0.0100168	0.0301782	0.138866	0	0.0103307	0.0708654	0.376787
30	0.0100168	0.0310887	0.146215	0.0029985	0.0105361	0.0728776	0.374974
31	0.0100168	0.0310666	0.149648	0	0.0107748	0.075065	0.376787
32	0.0100168	0.0311401	0.155532	0	0.0105361	0.076638	0.374354
33	0.0100168	0.031186	0.155532	0	0.0107748	0.0754275	0.376787
34	0.0100168	0.0314215	0.155532	0	0.0109516	0.0765608	0.376787
35	0.0100168	0.0318623	0.155532	0	0.010883	0.0771972	0.376787
36	0.0100168	0.0322783	0.155532	0	0.010883	0.0790314	0.376787
37	0.0100168	0.0321595	0.155532	0	0.0105361	0.0826092	0.374974
38	0.0100168	0.0328803	0.161423	0	0.010883	0.0864785	0.406178
39	0.0100168	0.0331216	0.161747	0.00149925	0.0105548	0.0893425	0.402266
40	0.0100168	0.0344999	0.175223	0.0029985	0.0112792	0.091469	0.450287
41	0.0100583	0.0343628	0.175223	0.00149925	0.0111614	0.0937736	0.450287
42	0.0100168	0.035496	0.185593	0	0.0114234	0.0976472	0.469975
